measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Latin America & Caribbean - WB,Female,20-54 years,All causes,Number,1996,213947.4881040021,218317.12409122378,209783.9396980173
Deaths,South Asia - WB,Male,<5 years,All causes,Number,1998,1711481.5593066856,1891069.9756882642,1561387.3624191391
Deaths,South Asia - WB,Female,<5 years,All causes,Number,1998,1656084.7226456942,1808791.7524281316,1529188.6920731503
Deaths,South Asia - WB,Male,5-19 years,All causes,Number,1998,352671.4071054498,371528.05257696245,334897.30187667854
Deaths,South Asia - WB,Female,5-19 years,All causes,Number,1998,354228.35985507054,370121.9225042477,339623.5522262118
Deaths,South Asia - WB,Male,55+ years,All causes,Number,1998,2783942.8974077255,2938228.8153927457,2630001.284119682
Deaths,South Asia - WB,Female,55+ years,All causes,Number,1998,2226289.987093789,2333417.36485357,2120435.126949709
Deaths,South Asia - WB,Male,20-54 years,All causes,Number,1998,1338920.2288336775,1416905.2516798691,1261898.581431855
Deaths,South Asia - WB,Female,20-54 years,All causes,Number,1998,982741.5336791081,1049592.6749108941,914308.1122341866
Deaths,Europe & Central Asia - WB,Male,<5 years,All causes,Number,1997,140660.82910413758,151866.49360489915,129808.01944345539
Deaths,Europe & Central Asia - WB,Female,<5 years,All causes,Number,1997,108151.77274289507,116005.89416447392,100738.99448515195
Deaths,Europe & Central Asia - WB,Male,5-19 years,All causes,Number,1997,61360.98798872616,62301.56930935503,60464.94700332009
Deaths,Europe & Central Asia - WB,Female,5-19 years,All causes,Number,1997,31926.914050145195,32338.182985881376,31543.857723254234
Deaths,Europe & Central Asia - WB,Male,55+ years,All causes,Number,1997,3491657.491894757,3508394.0014633173,3476746.923302737
Deaths,Europe & Central Asia - WB,Female,55+ years,All causes,Number,1997,3924261.21698236,3936948.151642934,3911820.294246468
Deaths,Europe & Central Asia - WB,Male,20-54 years,All causes,Number,1997,929236.6096880921,935259.7765085357,924024.5980305183
Deaths,Europe & Central Asia - WB,Female,20-54 years,All causes,Number,1997,354240.9546092986,357171.4555167417,351570.52034731465
Deaths,Middle East & North Africa - WB,Male,<5 years,All causes,Number,1997,231892.72101377667,255073.37331832355,209013.50575616106
Deaths,Middle East & North Africa - WB,Female,<5 years,All causes,Number,1997,199082.39661983718,215880.1267020587,182672.99154779772
Deaths,Middle East & North Africa - WB,Male,5-19 years,All causes,Number,1997,60945.99584539547,64640.69178080069,57320.85901604482
Deaths,Middle East & North Africa - WB,Female,5-19 years,All causes,Number,1997,38747.79060391782,40983.390826318646,36279.1480836908
Deaths,Middle East & North Africa - WB,Male,55+ years,All causes,Number,1997,470024.30582077714,493965.2654513864,448546.66497539467
Deaths,Middle East & North Africa - WB,Female,55+ years,All causes,Number,1997,392357.35405900003,407258.7347510155,378017.0488264538
Deaths,Middle East & North Africa - WB,Male,20-54 years,All causes,Number,1997,195689.24842981857,210146.6690526011,182835.03413156304
Deaths,Middle East & North Africa - WB,Female,20-54 years,All causes,Number,1997,120138.79874811835,131044.31797100755,109831.6947753644
Deaths,Latin America & Caribbean - WB,Male,<5 years,All causes,Number,1998,252602.98877331798,271213.48622098344,234901.06013869896
Deaths,Latin America & Caribbean - WB,Female,<5 years,All causes,Number,1998,200820.05581863556,214515.2980901288,188184.8466965776
Deaths,Latin America & Caribbean - WB,Male,5-19 years,All causes,Number,1998,73615.37742674073,75474.33975109845,71888.86542846863
Deaths,Latin America & Caribbean - WB,Female,5-19 years,All causes,Number,1998,40118.374752872216,41132.454679439616,39074.2955781839
Deaths,Latin America & Caribbean - WB,Male,55+ years,All causes,Number,1998,889915.9755937706,898993.1502315651,882374.3855378334
Deaths,Latin America & Caribbean - WB,Female,55+ years,All causes,Number,1998,798292.5931742816,805739.0276770185,791353.5768675326
Deaths,Latin America & Caribbean - WB,Male,20-54 years,All causes,Number,1998,450279.2786192889,456022.5618722854,445453.84370707767
Deaths,Latin America & Caribbean - WB,Female,20-54 years,All causes,Number,1998,221279.8614145175,226513.8374408293,216609.34487130307
Deaths,Latin America & Caribbean - WB,Male,<5 years,All causes,Number,1999,241481.73446688912,259569.75308476863,224189.8367305943
Deaths,Latin America & Caribbean - WB,Female,<5 years,All causes,Number,1999,191581.46631781547,204899.11815033256,178956.64192848685
Deaths,Latin America & Caribbean - WB,Male,5-19 years,All causes,Number,1999,74496.8953624217,76308.7021905741,72658.2063814658
Deaths,Latin America & Caribbean - WB,Female,5-19 years,All causes,Number,1999,40177.62927238745,41202.80167954299,39182.49892773954
Deaths,Latin America & Caribbean - WB,Male,55+ years,All causes,Number,1999,908534.764561893,917237.9071604148,899873.1278962692
Deaths,Latin America & Caribbean - WB,Female,55+ years,All causes,Number,1999,815428.4924773823,822634.34043189,808496.9966158739
Deaths,Latin America & Caribbean - WB,Male,20-54 years,All causes,Number,1999,457046.1586860848,463118.5171646746,451713.58607003564
Deaths,Latin America & Caribbean - WB,Female,20-54 years,All causes,Number,1999,224263.13071175743,229408.4874533373,219707.58078192396
Deaths,South Asia - WB,Male,<5 years,All causes,Number,1999,1661676.0939436788,1826881.3096662646,1514721.0296686394
Deaths,South Asia - WB,Female,<5 years,All causes,Number,1999,1604588.2161292871,1740067.199910206,1480874.7217124251
Deaths,South Asia - WB,Male,5-19 years,All causes,Number,1999,346662.2022189824,364643.135776744,329021.9152817442
Deaths,South Asia - WB,Female,5-19 years,All causes,Number,1999,352891.2355501341,367586.6178524449,339651.753208328
Deaths,South Asia - WB,Male,55+ years,All causes,Number,1999,2737969.7033521384,2894038.801758982,2577390.3731836407
Deaths,South Asia - WB,Female,55+ years,All causes,Number,1999,2244369.405630177,2354663.4924768982,2137299.358313677
Deaths,South Asia - WB,Male,20-54 years,All causes,Number,1999,1374448.8002722382,1456201.757347209,1290241.0154958114
Deaths,South Asia - WB,Female,20-54 years,All causes,Number,1999,995549.4950699639,1064829.092402437,929454.0539652432
Deaths,Europe & Central Asia - WB,Male,<5 years,All causes,Number,1999,125923.21880437969,136179.62889930082,115572.65176605385
Deaths,Europe & Central Asia - WB,Female,<5 years,All causes,Number,1999,96508.45900932905,103432.85293729686,89379.56021928957
Deaths,Europe & Central Asia - WB,Male,5-19 years,All causes,Number,1999,65565.26518818978,66689.22192037989,64517.143973540886
Deaths,Europe & Central Asia - WB,Female,5-19 years,All causes,Number,1999,34214.409049390044,34773.58671052383,33688.670980612515
Deaths,Europe & Central Asia - WB,Male,55+ years,All causes,Number,1999,3509219.1959185232,3525080.9778012345,3495544.073336679
Deaths,Europe & Central Asia - WB,Female,55+ years,All causes,Number,1999,3962243.3254219345,3975482.0731147,3949398.6713326834
Deaths,Europe & Central Asia - WB,Male,20-54 years,All causes,Number,1999,985248.824672097,991315.198664998,979933.165188665
Deaths,Europe & Central Asia - WB,Female,20-54 years,All causes,Number,1999,373310.99695512216,376337.6880428598,370536.67536186584
Deaths,Middle East & North Africa - WB,Male,<5 years,All causes,Number,1999,214485.89950204742,237669.77431979292,192025.72118860856
Deaths,Middle East & North Africa - WB,Female,<5 years,All causes,Number,1999,182382.67244278782,198736.98656856763,166313.66220358876
Deaths,Middle East & North Africa - WB,Male,5-19 years,All causes,Number,1999,57704.43573970717,61472.9970681714,54064.41496843873
Deaths,Middle East & North Africa - WB,Female,5-19 years,All causes,Number,1999,36372.060781471206,38698.80866383496,33905.36327823353
Deaths,Middle East & North Africa - WB,Male,55+ years,All causes,Number,1999,493143.4919297268,517895.13777680893,470018.9178641322
Deaths,Middle East & North Africa - WB,Female,55+ years,All causes,Number,1999,410496.6841021647,425376.41114764055,396372.1684380697
Deaths,Middle East & North Africa - WB,Male,20-54 years,All causes,Number,1999,201329.11509113284,216586.9318656445,187862.4286947178
Deaths,Middle East & North Africa - WB,Female,20-54 years,All causes,Number,1999,122277.12361358815,133310.42669434883,112015.04210914859
Deaths,North America,Male,<5 years,All causes,Number,1998,20138.9770255199,20321.882955942776,19955.607694598864
Deaths,North America,Female,<5 years,All causes,Number,1998,15818.600157803106,15985.998131210252,15655.916676015291
Deaths,North America,Male,5-19 years,All causes,Number,1998,15757.000248768432,15812.674984166411,15704.70372435413
Deaths,North America,Female,5-19 years,All causes,Number,1998,7666.618442236332,7698.621504538016,7637.239690859916
Deaths,North America,Male,55+ years,All causes,Number,1998,1017520.6226764156,1020031.4633647362,1015271.6915995884
Deaths,North America,Female,55+ years,All causes,Number,1998,1141315.0516552557,1144202.1537680824,1138609.352763947
Deaths,North America,Male,20-54 years,All causes,Number,1998,206474.79303197537,207083.53728252318,205938.52691218522
Deaths,North America,Female,20-54 years,All causes,Number,1998,112449.02032679936,112882.38558935189,112043.0857194113
Deaths,Europe & Central Asia - WB,Male,<5 years,All causes,Number,1998,132364.7377462953,143356.0168209611,121818.08824489733
Deaths,Europe & Central Asia - WB,Female,<5 years,All causes,Number,1998,101434.79322947242,108986.82735925497,94366.22054112681
Deaths,Europe & Central Asia - WB,Male,5-19 years,All causes,Number,1998,60621.07160696703,61556.29109334846,59704.96422341834
Deaths,Europe & Central Asia - WB,Female,5-19 years,All causes,Number,1998,31659.235518946527,32077.49481895021,31267.20818386059
Deaths,Europe & Central Asia - WB,Male,55+ years,All causes,Number,1998,3461092.1389781167,3477014.2353674355,3447634.883600285
Deaths,Europe & Central Asia - WB,Female,55+ years,All causes,Number,1998,3901216.87879952,3913741.8332365006,3888860.1425415324
Deaths,Europe & Central Asia - WB,Male,20-54 years,All causes,Number,1998,919175.2358626854,924654.522624345,914076.8189990895
Deaths,Europe & Central Asia - WB,Female,20-54 years,All causes,Number,1998,351290.732484847,354274.38752440416,348588.0064194798
Deaths,Middle East & North Africa - WB,Male,<5 years,All causes,Number,1998,222910.54985469664,246269.7308807758,200527.56933944323
Deaths,Middle East & North Africa - WB,Female,<5 years,All causes,Number,1998,190485.84119962374,207762.73367537375,174843.8628962387
Deaths,Middle East & North Africa - WB,Male,5-19 years,All causes,Number,1998,59129.49614098267,62874.06304195431,55407.30268354543
Deaths,Middle East & North Africa - WB,Female,5-19 years,All causes,Number,1998,37392.54556696054,39676.00360863299,34965.742519068364
Deaths,Middle East & North Africa - WB,Male,55+ years,All causes,Number,1998,481559.369870995,505622.9981394879,459554.3900261447
Deaths,Middle East & North Africa - WB,Female,55+ years,All causes,Number,1998,402729.41032181936,418161.5654388234,388154.502683913
Deaths,Middle East & North Africa - WB,Male,20-54 years,All causes,Number,1998,197567.49192425696,212150.97698677183,184158.6717493676
Deaths,Middle East & North Africa - WB,Female,20-54 years,All causes,Number,1998,120667.47206559306,131512.36124575487,110272.0517240322
Deaths,East Asia & Pacific - WB,Male,<5 years,All causes,Number,1998,839614.4022044479,908320.354868702,780508.0380746407
Deaths,East Asia & Pacific - WB,Female,<5 years,All causes,Number,1998,673034.4724621959,724261.0039457646,629267.377979353
Deaths,East Asia & Pacific - WB,Male,5-19 years,All causes,Number,1998,247586.1397817019,259597.94616771763,236664.84543637527
Deaths,East Asia & Pacific - WB,Female,5-19 years,All causes,Number,1998,162626.2462724105,168835.63446214044,156204.51710162868
Deaths,East Asia & Pacific - WB,Male,55+ years,All causes,Number,1998,4839530.556642962,5154882.2384379115,4557525.195440379
Deaths,East Asia & Pacific - WB,Female,55+ years,All causes,Number,1998,4095172.65717835,4309739.04902027,3877638.55131424
Deaths,East Asia & Pacific - WB,Male,20-54 years,All causes,Number,1998,1651156.4499451066,1766641.262343172,1550288.1861983445
Deaths,East Asia & Pacific - WB,Female,20-54 years,All causes,Number,1998,1045859.528411949,1133544.3092084157,963391.1715751813
Deaths,Sub-Saharan Africa - WB,Male,<5 years,All causes,Number,1998,2224176.5300566624,2366875.9169297465,2089984.401407861
Deaths,Sub-Saharan Africa - WB,Female,<5 years,All causes,Number,1998,1906785.732188963,1999465.2468256683,1816332.082147934
Deaths,Sub-Saharan Africa - WB,Male,5-19 years,All causes,Number,1998,236356.04085101545,251284.11052559325,220379.99726687928
Deaths,Sub-Saharan Africa - WB,Female,5-19 years,All causes,Number,1998,187701.32052932115,205028.66735340783,172925.6881649125
Deaths,Sub-Saharan Africa - WB,Male,55+ years,All causes,Number,1998,1165184.37916089,1233075.165271847,1096787.4795611107
Deaths,Sub-Saharan Africa - WB,Female,55+ years,All causes,Number,1998,952984.5977158514,997018.4687252374,907248.0363619679
Deaths,Sub-Saharan Africa - WB,Male,20-54 years,All causes,Number,1998,1009046.1127158062,1159267.8928857564,889798.7356390792
Deaths,Sub-Saharan Africa - WB,Female,20-54 years,All causes,Number,1998,963641.3021705865,1167054.6133184782,796976.3358914242
Deaths,East Asia & Pacific - WB,Male,<5 years,All causes,Number,1999,785394.3507705228,849222.6114373552,728776.611957314
Deaths,East Asia & Pacific - WB,Female,<5 years,All causes,Number,1999,625468.0235851953,671666.977403856,585593.1042230568
Deaths,East Asia & Pacific - WB,Male,5-19 years,All causes,Number,1999,240537.24510348306,252481.61059089995,229374.4498955951
Deaths,East Asia & Pacific - WB,Female,5-19 years,All causes,Number,1999,156242.17093787823,162889.2564853946,149896.33385109343
Deaths,East Asia & Pacific - WB,Male,55+ years,All causes,Number,1999,4968522.951619959,5284056.303177254,4679904.694106927
Deaths,East Asia & Pacific - WB,Female,55+ years,All causes,Number,1999,4221629.287912967,4429749.179344382,4023969.949374117
Deaths,East Asia & Pacific - WB,Male,20-54 years,All causes,Number,1999,1688643.6502056879,1811243.7811687186,1582936.6063489383
Deaths,East Asia & Pacific - WB,Female,20-54 years,All causes,Number,1999,1060693.7232915876,1143188.8141070816,984143.5880668364
Deaths,Sub-Saharan Africa - WB,Male,<5 years,All causes,Number,1999,2232548.71849167,2386471.8544304725,2095745.0318745256
Deaths,Sub-Saharan Africa - WB,Female,<5 years,All causes,Number,1999,1914284.1810980262,2010713.4448485218,1819956.6919990287
Deaths,Sub-Saharan Africa - WB,Male,5-19 years,All causes,Number,1999,246168.28535621037,269027.3209153847,226917.3988820514
Deaths,Sub-Saharan Africa - WB,Female,5-19 years,All causes,Number,1999,194660.5036293933,216520.0814315367,177133.95442689315
Deaths,Sub-Saharan Africa - WB,Male,55+ years,All causes,Number,1999,1179516.798919819,1249096.299494002,1117022.0504416542
Deaths,Sub-Saharan Africa - WB,Female,55+ years,All causes,Number,1999,972152.2857767503,1019520.3476401438,923867.4589780286
Deaths,Sub-Saharan Africa - WB,Male,20-54 years,All causes,Number,1999,1062260.6360497538,1227700.2565621205,929720.9698257997
Deaths,Sub-Saharan Africa - WB,Female,20-54 years,All causes,Number,1999,1025307.1679173473,1242464.6863282805,844115.2596186069
Deaths,North America,Male,<5 years,All causes,Number,1999,19992.643619599796,20172.03831402661,19804.981645745174
Deaths,North America,Female,<5 years,All causes,Number,1999,15671.808107004785,15833.164508729558,15511.57764826098
Deaths,North America,Male,5-19 years,All causes,Number,1999,15457.809119975116,15507.370877530417,15399.333674494148
Deaths,North America,Female,5-19 years,All causes,Number,1999,7617.4516684791815,7646.94628681034,7588.08615033955
Deaths,North America,Male,55+ years,All causes,Number,1999,1030396.3931671344,1032733.3679072951,1027976.7992884703
Deaths,North America,Female,55+ years,All causes,Number,1999,1167516.2763588156,1170402.4330343145,1164587.7034623383
Deaths,North America,Male,20-54 years,All causes,Number,1999,209274.2146455488,209844.55833175217,208683.3773076999
Deaths,North America,Female,20-54 years,All causes,Number,1999,115131.54563664221,115557.40048319034,114693.41249793755
Deaths,Europe & Central Asia - WB,Male,<5 years,All causes,Number,2000,118051.203554067,127496.23528279418,108476.95651442897
Deaths,Europe & Central Asia - WB,Female,<5 years,All causes,Number,2000,89880.08843926297,96229.25700447563,83194.53152365563
Deaths,Europe & Central Asia - WB,Male,5-19 years,All causes,Number,2000,60731.30388329828,61720.79770651005,59745.748158118455
Deaths,Europe & Central Asia - WB,Female,5-19 years,All causes,Number,2000,30474.392648015055,30915.066891227594,30051.012712519863
Deaths,Europe & Central Asia - WB,Male,55+ years,All causes,Number,2000,3509644.2138276184,3525529.7084926176,3494222.908867389
Deaths,Europe & Central Asia - WB,Female,55+ years,All causes,Number,2000,3950994.8103146506,3963349.69575763,3938995.3840795527
Deaths,Europe & Central Asia - WB,Male,20-54 years,All causes,Number,2000,1024022.2625132982,1029863.399935541,1018650.7834105873
Deaths,Europe & Central Asia - WB,Female,20-54 years,All causes,Number,2000,382283.15377098985,385079.8000110748,379769.7191356088
Deaths,East Asia & Pacific - WB,Male,<5 years,All causes,Number,2000,721587.0813697957,777934.2658027288,669317.938660873
Deaths,East Asia & Pacific - WB,Female,<5 years,All causes,Number,2000,569337.0384233722,607135.3522854899,534174.030357799
Deaths,East Asia & Pacific - WB,Male,5-19 years,All causes,Number,2000,232777.47348581112,243238.47684989133,221848.33134309438
Deaths,East Asia & Pacific - WB,Female,5-19 years,All causes,Number,2000,148737.93959095055,154413.20180904702,142849.4820009287
Deaths,East Asia & Pacific - WB,Male,55+ years,All causes,Number,2000,5132096.37291088,5458831.821062507,4819866.823310316
Deaths,East Asia & Pacific - WB,Female,55+ years,All causes,Number,2000,4362542.905497349,4591423.096170318,4151539.381108394
Deaths,East Asia & Pacific - WB,Male,20-54 years,All causes,Number,2000,1729966.5373306472,1846871.6009593008,1618362.4657862668
Deaths,East Asia & Pacific - WB,Female,20-54 years,All causes,Number,2000,1065628.9169233558,1148399.213180802,984767.3581265942
Deaths,Middle East & North Africa - WB,Male,<5 years,All causes,Number,2000,205836.6223983576,229137.18772003343,184468.6235700705
Deaths,Middle East & North Africa - WB,Female,<5 years,All causes,Number,2000,174453.97843433626,191114.71656847952,158993.43868924136
Deaths,Middle East & North Africa - WB,Male,5-19 years,All causes,Number,2000,57089.71842372903,60762.8253132402,53389.12360878357
Deaths,Middle East & North Africa - WB,Female,5-19 years,All causes,Number,2000,35555.93612307554,37929.4016428437,33004.84043020843
Deaths,Middle East & North Africa - WB,Male,55+ years,All causes,Number,2000,495541.5482140581,521229.25641951803,471770.03461979225
Deaths,Middle East & North Africa - WB,Female,55+ years,All causes,Number,2000,413432.27023846743,429293.5702395183,399146.0429781628
Deaths,Middle East & North Africa - WB,Male,20-54 years,All causes,Number,2000,206389.29635346614,221368.2134713813,192462.81496712824
Deaths,Middle East & North Africa - WB,Female,20-54 years,All causes,Number,2000,123088.33165682797,134635.4057659323,112652.20317676479
Deaths,Latin America & Caribbean - WB,Male,<5 years,All causes,Number,2000,230651.88970605138,248171.52278934701,214009.9352547515
Deaths,Latin America & Caribbean - WB,Female,<5 years,All causes,Number,2000,182292.73639018918,194563.4602941385,170366.59039997178
Deaths,Latin America & Caribbean - WB,Male,5-19 years,All causes,Number,2000,69116.43709494999,70739.5791421427,67324.83529713134
Deaths,Latin America & Caribbean - WB,Female,5-19 years,All causes,Number,2000,35978.37489602501,36846.71521963378,35043.68695875998
Deaths,Latin America & Caribbean - WB,Male,55+ years,All causes,Number,2000,917444.2994753937,926422.1298269948,909320.6725216542
Deaths,Latin America & Caribbean - WB,Female,55+ years,All causes,Number,2000,824816.7585923021,831903.915336488,818129.6915570861
Deaths,Latin America & Caribbean - WB,Male,20-54 years,All causes,Number,2000,452196.23963008035,457868.07870475523,447299.11140597955
Deaths,Latin America & Caribbean - WB,Female,20-54 years,All causes,Number,2000,220357.83554244338,225433.47559526243,215697.32072682361
Deaths,Sub-Saharan Africa - WB,Male,<5 years,All causes,Number,2000,2230678.000153663,2384262.0729967775,2090504.4146296864
Deaths,Sub-Saharan Africa - WB,Female,<5 years,All causes,Number,2000,1910255.457321766,2010492.114147901,1814414.0740363977
Deaths,Sub-Saharan Africa - WB,Male,5-19 years,All causes,Number,2000,249006.30330349688,265736.2666705744,230780.53026637944
Deaths,Sub-Saharan Africa - WB,Female,5-19 years,All causes,Number,2000,197018.51484809484,215819.5384779542,180798.2485518322
Deaths,Sub-Saharan Africa - WB,Male,55+ years,All causes,Number,2000,1197352.72482102,1264282.0718876957,1131626.8443469133
Deaths,Sub-Saharan Africa - WB,Female,55+ years,All causes,Number,2000,993868.7152310329,1041129.9167495639,948334.0184543238
Deaths,Sub-Saharan Africa - WB,Male,20-54 years,All causes,Number,2000,1102470.2110916793,1269571.8768909348,970417.6177946806
Deaths,Sub-Saharan Africa - WB,Female,20-54 years,All causes,Number,2000,1084052.3129689556,1303286.7590858527,893118.106820535
Deaths,South Asia - WB,Male,<5 years,All causes,Number,2000,1613710.902489414,1764507.0510178981,1468504.0134967333
Deaths,South Asia - WB,Female,<5 years,All causes,Number,2000,1555272.0773168856,1688279.58293497,1433866.7575115422
Deaths,South Asia - WB,Male,5-19 years,All causes,Number,2000,345869.647648821,363067.2224710279,329171.23125151853
Deaths,South Asia - WB,Female,5-19 years,All causes,Number,2000,350709.8322695646,365575.39344735263,337347.66190775274
Deaths,South Asia - WB,Male,55+ years,All causes,Number,2000,2797535.12128224,2947025.4038894456,2640872.352273342
Deaths,South Asia - WB,Female,55+ years,All causes,Number,2000,2275063.2261697548,2385259.761270647,2167494.1462892178
Deaths,South Asia - WB,Male,20-54 years,All causes,Number,2000,1393072.758182128,1472263.2587775106,1311970.2990585798
Deaths,South Asia - WB,Female,20-54 years,All causes,Number,2000,997596.9356512041,1067169.878131567,933117.8828155313
Deaths,North America,Male,<5 years,All causes,Number,2000,19873.335148322018,20075.15956640424,19681.211132175173
Deaths,North America,Female,<5 years,All causes,Number,2000,15548.17162816128,15712.297809614845,15382.253669836451
Deaths,North America,Male,5-19 years,All causes,Number,2000,15171.947070747603,15224.794290759432,15122.059805727042
Deaths,North America,Female,5-19 years,All causes,Number,2000,7478.795550364542,7507.727468126366,7448.259973185763
Deaths,North America,Male,55+ years,All causes,Number,2000,1033258.7551219919,1035418.3933894136,1030954.8593296902
Deaths,North America,Female,55+ years,All causes,Number,2000,1180333.0411508167,1183315.2279262098,1177258.611668037
Deaths,North America,Male,20-54 years,All causes,Number,2000,213664.97552276455,214194.17025746827,213098.72552157438
Deaths,North America,Female,20-54 years,All causes,Number,2000,118049.2679620714,118502.02152510456,117577.39976272397
Deaths,East Asia & Pacific - WB,Male,<5 years,All causes,Number,2001,672696.2662516151,724430.1352801069,622263.8718765221
Deaths,East Asia & Pacific - WB,Female,<5 years,All causes,Number,2001,526129.7215427717,561913.6420298679,491407.53934782336
Deaths,East Asia & Pacific - WB,Male,5-19 years,All causes,Number,2001,224860.9671756666,235953.5462978875,214403.4979255777
Deaths,East Asia & Pacific - WB,Female,5-19 years,All causes,Number,2001,141428.05258523076,146932.40946482506,135487.26239496845
Deaths,East Asia & Pacific - WB,Male,55+ years,All causes,Number,2001,5248592.709118423,5606780.231998919,4919685.358585074
Deaths,East Asia & Pacific - WB,Female,55+ years,All causes,Number,2001,4454309.681100764,4711339.939472743,4225471.034604551
Deaths,East Asia & Pacific - WB,Male,20-54 years,All causes,Number,2001,1744544.018347701,1871986.2111157863,1624184.2635905463
Deaths,East Asia & Pacific - WB,Female,20-54 years,All causes,Number,2001,1053234.0980630333,1146099.1178417094,974284.2604537164
Deaths,Sub-Saharan Africa - WB,Male,<5 years,All causes,Number,2001,2221583.5837176223,2373901.4927582806,2079942.6085778663
Deaths,Sub-Saharan Africa - WB,Female,<5 years,All causes,Number,2001,1897740.5315399698,1997666.0052179613,1799058.2785372606
Deaths,Sub-Saharan Africa - WB,Male,5-19 years,All causes,Number,2001,242607.87241638362,259417.20791227723,226859.014394794
Deaths,Sub-Saharan Africa - WB,Female,5-19 years,All causes,Number,2001,193603.93283465458,212036.98826591877,177365.5370165814
Deaths,Sub-Saharan Africa - WB,Male,55+ years,All causes,Number,2001,1206079.1877792608,1276879.895626473,1141211.0538323747
Deaths,Sub-Saharan Africa - WB,Female,55+ years,All causes,Number,2001,1006452.7649584307,1055499.7108854516,957956.2807715639
Deaths,Sub-Saharan Africa - WB,Male,20-54 years,All causes,Number,2001,1112583.9675464018,1274022.5152307353,975918.3284156893
Deaths,Sub-Saharan Africa - WB,Female,20-54 years,All causes,Number,2001,1122806.2025454955,1356442.3802239525,924024.0691603066
Deaths,North America,Male,<5 years,All causes,Number,2001,19738.8691162532,19921.664457824325,19550.224124837125
Deaths,North America,Female,<5 years,All causes,Number,2001,15449.13814028101,15609.3771621967,15288.08527631072
Deaths,North America,Male,5-19 years,All causes,Number,2001,15348.75846481461,15404.804214258222,15296.879278988266
Deaths,North America,Female,5-19 years,All causes,Number,2001,7567.503959925941,7601.161344221193,7534.933074030408
Deaths,North America,Male,55+ years,All causes,Number,2001,1036160.0780714491,1038457.3697766867,1033761.930877781
Deaths,North America,Female,55+ years,All causes,Number,2001,1189839.8833174775,1192889.5554549473,1187061.1666105194
Deaths,North America,Male,20-54 years,All causes,Number,2001,221368.7880358022,221955.04668730372,220760.1464817207
Deaths,North America,Female,20-54 years,All causes,Number,2001,122850.51619766434,123332.81013962744,122402.03297525899
Deaths,Latin America & Caribbean - WB,Male,<5 years,All causes,Number,2001,222090.05470742553,239649.40711542853,205507.41953633365
Deaths,Latin America & Caribbean - WB,Female,<5 years,All causes,Number,2001,175000.6818256241,186907.58681570127,162800.13856016053
Deaths,Latin America & Caribbean - WB,Male,5-19 years,All causes,Number,2001,68984.05129712704,70693.9719588339,67163.16798791867
Deaths,Latin America & Caribbean - WB,Female,5-19 years,All causes,Number,2001,35807.671239604424,36676.2608130701,34881.64865146711
Deaths,Latin America & Caribbean - WB,Male,55+ years,All causes,Number,2001,939854.9748647877,949390.3539823287,930886.2164997689
Deaths,Latin America & Caribbean - WB,Female,55+ years,All causes,Number,2001,845873.922783183,852472.6114184833,839328.2868146043
Deaths,Latin America & Caribbean - WB,Male,20-54 years,All causes,Number,2001,456728.6958706068,462724.7847609422,451120.9089846652
Deaths,Latin America & Caribbean - WB,Female,20-54 years,All causes,Number,2001,222047.37102641436,226876.878140238,217547.36736581515
Deaths,South Asia - WB,Male,<5 years,All causes,Number,2001,1564046.6349082107,1717948.2079675577,1410286.0381839578
Deaths,South Asia - WB,Female,<5 years,All causes,Number,2001,1505152.1166231842,1643261.217545145,1368609.9807602998
Deaths,South Asia - WB,Male,5-19 years,All causes,Number,2001,349330.3007419318,368908.28609629004,331394.66859893664
Deaths,South Asia - WB,Female,5-19 years,All causes,Number,2001,336220.3679594101,352167.55358729925,321069.5362430966
Deaths,South Asia - WB,Male,55+ years,All causes,Number,2001,2861590.1947447243,3038675.387639229,2702424.8497071043
Deaths,South Asia - WB,Female,55+ years,All causes,Number,2001,2346499.5414307257,2468675.667168903,2239270.9441421824
Deaths,South Asia - WB,Male,20-54 years,All causes,Number,2001,1406003.3689452577,1496194.9832214292,1327659.6270782535
Deaths,South Asia - WB,Female,20-54 years,All causes,Number,2001,1007147.7969816074,1081731.3673407931,944132.9341076507
Deaths,Europe & Central Asia - WB,Male,<5 years,All causes,Number,2001,112140.04729424058,121746.68209631726,103011.13251519547
Deaths,Europe & Central Asia - WB,Female,<5 years,All causes,Number,2001,85123.67298802137,91313.64720332173,78721.42089789311
Deaths,Europe & Central Asia - WB,Male,5-19 years,All causes,Number,2001,56799.88945086482,57756.29635983,55915.56040889114
Deaths,Europe & Central Asia - WB,Female,5-19 years,All causes,Number,2001,28840.030900451206,29263.304561855777,28423.50681425863
Deaths,Europe & Central Asia - WB,Male,55+ years,All causes,Number,2001,3519786.488770705,3535811.711308514,3504134.4913705024
Deaths,Europe & Central Asia - WB,Female,55+ years,All causes,Number,2001,3944079.0900925314,3957231.5925472346,3932259.000954595
Deaths,Europe & Central Asia - WB,Male,20-54 years,All causes,Number,2001,1043613.6688418897,1048984.8265832649,1038471.882173711
Deaths,Europe & Central Asia - WB,Female,20-54 years,All causes,Number,2001,391938.1343629104,394751.3225988449,389458.8786848631
Deaths,Middle East & North Africa - WB,Male,<5 years,All causes,Number,2001,196958.3999269441,220151.7103445164,175591.20573694378
Deaths,Middle East & North Africa - WB,Female,<5 years,All causes,Number,2001,166691.86898509096,183897.4342174094,150966.952145219
