measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,South Asia - WB,Female,55+ years,All causes,Number,2012,2932494.808263654,3083446.6286848253,2785125.6153414957
Deaths,South Asia - WB,Male,20-54 years,All causes,Number,2012,1568763.950605581,1675257.8328911604,1473109.7244476848
Deaths,South Asia - WB,Female,20-54 years,All causes,Number,2012,984464.6366816243,1060691.5607317602,913398.3230436037
Deaths,Sub-Saharan Africa - WB,Male,<5 years,All causes,Number,2013,1802873.984767603,2055585.764583433,1569147.299238237
Deaths,Sub-Saharan Africa - WB,Female,<5 years,All causes,Number,2013,1509415.5504862352,1680469.1391924713,1347162.272825151
Deaths,Sub-Saharan Africa - WB,Male,5-19 years,All causes,Number,2013,250643.92028985664,274876.64694602176,228049.55496526486
Deaths,Sub-Saharan Africa - WB,Female,5-19 years,All causes,Number,2013,191217.15724479314,211849.3617779532,172618.14347277104
Deaths,Sub-Saharan Africa - WB,Male,55+ years,All causes,Number,2013,1349002.346026846,1435821.8033396173,1268392.6475037818
Deaths,Sub-Saharan Africa - WB,Female,55+ years,All causes,Number,2013,1179890.9122734673,1255095.1537877882,1110331.438943211
Deaths,Sub-Saharan Africa - WB,Male,20-54 years,All causes,Number,2013,1055020.0436925592,1158058.1490949527,969522.6847574235
Deaths,Sub-Saharan Africa - WB,Female,20-54 years,All causes,Number,2013,901801.0774268131,1021112.0563964081,815393.8581832617
Deaths,North America,Male,<5 years,All causes,Number,2013,16625.677226944725,16794.506237228212,16455.951597796462
Deaths,North America,Female,<5 years,All causes,Number,2013,13184.760761652477,13322.944558806272,13052.018097149652
Deaths,North America,Male,5-19 years,All causes,Number,2013,10705.65277748484,10747.133630715038,10666.729021834242
Deaths,North America,Female,5-19 years,All causes,Number,2013,5450.877781848158,5471.978552390898,5429.2690543709305
Deaths,North America,Male,55+ years,All causes,Number,2013,1189743.9195913388,1192513.528473315,1187118.1341977497
Deaths,North America,Female,55+ years,All causes,Number,2013,1270577.185054921,1273715.2013627673,1267535.8674334635
Deaths,North America,Male,20-54 years,All causes,Number,2013,210388.82162177865,210970.36931115054,209829.32252389588
Deaths,North America,Female,20-54 years,All causes,Number,2013,123444.62824472784,123917.24500521952,122991.31828817424
Deaths,Latin America & Caribbean - WB,Male,<5 years,All causes,Number,2012,151264.60849250053,171295.23786440864,132518.76982759277
Deaths,Latin America & Caribbean - WB,Female,<5 years,All causes,Number,2012,117443.6114090987,130847.67340646747,104557.94976059085
Deaths,Latin America & Caribbean - WB,Male,5-19 years,All causes,Number,2012,66492.02152186823,68982.17258221236,63850.75916132439
Deaths,Latin America & Caribbean - WB,Female,5-19 years,All causes,Number,2012,31046.062398541464,32332.9139029025,29758.724831376
Deaths,Latin America & Caribbean - WB,Male,55+ years,All causes,Number,2012,1253641.2063755072,1267832.7205515974,1239927.342024491
Deaths,Latin America & Caribbean - WB,Female,55+ years,All causes,Number,2012,1168224.3096448018,1180469.2764365936,1156178.7039773557
Deaths,Latin America & Caribbean - WB,Male,20-54 years,All causes,Number,2012,502747.81176572014,510193.2363278126,495788.8746714673
Deaths,Latin America & Caribbean - WB,Female,20-54 years,All causes,Number,2012,243670.7089175094,249834.34070012937,237614.39986001994
Deaths,East Asia & Pacific - WB,Male,<5 years,All causes,Number,2013,328476.5664706946,370565.3037734888,291818.4566226926
Deaths,East Asia & Pacific - WB,Female,<5 years,All causes,Number,2013,240842.3174778633,267639.1268881786,216606.5980186284
Deaths,East Asia & Pacific - WB,Male,5-19 years,All causes,Number,2013,132397.18671101212,140620.9104797081,124874.01523943376
Deaths,East Asia & Pacific - WB,Female,5-19 years,All causes,Number,2013,70115.20228701629,74798.1974626101,65547.31729377086
Deaths,East Asia & Pacific - WB,Male,55+ years,All causes,Number,2013,6911609.153546568,7419407.392046573,6425786.5889316695
Deaths,East Asia & Pacific - WB,Female,55+ years,All causes,Number,2013,5544937.023348458,5887388.4711296875,5240496.211996167
Deaths,East Asia & Pacific - WB,Male,20-54 years,All causes,Number,2013,1688513.5501394959,1832939.7968290597,1551563.4861181127
Deaths,East Asia & Pacific - WB,Female,20-54 years,All causes,Number,2013,818763.6743474639,893470.0765830108,752328.7006595277
Deaths,Europe & Central Asia - WB,Male,<5 years,All causes,Number,2013,69011.78016425122,76444.82328376545,62506.50933152034
Deaths,Europe & Central Asia - WB,Female,<5 years,All causes,Number,2013,52405.356505455864,57482.86327855478,48003.741437060635
Deaths,Europe & Central Asia - WB,Male,5-19 years,All causes,Number,2013,28598.201663644853,29301.737751990775,27934.189333857346
Deaths,Europe & Central Asia - WB,Female,5-19 years,All causes,Number,2013,15899.056218648282,16225.500807809987,15581.413993317548
Deaths,Europe & Central Asia - WB,Male,55+ years,All causes,Number,2013,3654740.4909287095,3677457.1625166135,3633669.4189414075
Deaths,Europe & Central Asia - WB,Female,55+ years,All causes,Number,2013,4010784.86492634,4030113.1291426476,3992415.9902986856
Deaths,Europe & Central Asia - WB,Male,20-54 years,All causes,Number,2013,750359.8470983126,755660.6922292882,745327.1021117084
Deaths,Europe & Central Asia - WB,Female,20-54 years,All causes,Number,2013,315693.0879933132,318483.9113711514,313095.8909533382
Deaths,Latin America & Caribbean - WB,Male,<5 years,All causes,Number,2013,146056.7236205403,165772.31162277143,127074.58843279585
Deaths,Latin America & Caribbean - WB,Female,<5 years,All causes,Number,2013,113347.24455209397,127054.38820221677,100233.89239704586
Deaths,Latin America & Caribbean - WB,Male,5-19 years,All causes,Number,2013,65912.86315655592,68448.89883485918,63303.57960889339
Deaths,Latin America & Caribbean - WB,Female,5-19 years,All causes,Number,2013,30495.7695941911,31754.82006493274,29209.75734132867
Deaths,Latin America & Caribbean - WB,Male,55+ years,All causes,Number,2013,1294754.617330944,1309343.3306123996,1280159.7033409497
Deaths,Latin America & Caribbean - WB,Female,55+ years,All causes,Number,2013,1211793.502652992,1223289.474640562,1200293.8379660521
Deaths,Latin America & Caribbean - WB,Male,20-54 years,All causes,Number,2013,507913.95024881803,515240.2872297662,500313.6398067741
Deaths,Latin America & Caribbean - WB,Female,20-54 years,All causes,Number,2013,246584.46834034935,252554.2720237978,241079.54731299717
Deaths,Middle East & North Africa - WB,Male,<5 years,All causes,Number,2013,128404.44910115632,147019.70928477563,111118.09983531533
Deaths,Middle East & North Africa - WB,Female,<5 years,All causes,Number,2013,108880.31887436115,122569.58165662756,96038.40467500425
Deaths,Middle East & North Africa - WB,Male,5-19 years,All causes,Number,2013,52896.48456623005,56600.51684708633,49629.08614424891
Deaths,Middle East & North Africa - WB,Female,5-19 years,All causes,Number,2013,31851.91392822699,34175.49650333028,29718.08115715663
Deaths,Middle East & North Africa - WB,Male,55+ years,All causes,Number,2013,707569.3869978945,748353.5826212044,670849.2927713109
Deaths,Middle East & North Africa - WB,Female,55+ years,All causes,Number,2013,580959.1024298407,608668.2513038461,555551.1224151548
Deaths,Middle East & North Africa - WB,Male,20-54 years,All causes,Number,2013,308915.53343081515,332180.09708742454,289776.25291240343
Deaths,Middle East & North Africa - WB,Female,20-54 years,All causes,Number,2013,158635.56185499724,174947.28507456067,145002.393517324
Deaths,South Asia - WB,Male,<5 years,All causes,Number,2013,1047615.1205868175,1193043.5082292312,919417.201907046
Deaths,South Asia - WB,Female,<5 years,All causes,Number,2013,1002191.1741916138,1135977.0745384677,887620.1444753893
Deaths,South Asia - WB,Male,5-19 years,All causes,Number,2013,253889.8757805957,270273.6788022996,238201.45873033736
Deaths,South Asia - WB,Female,5-19 years,All causes,Number,2013,223404.5266330187,236408.63977156763,211041.17357034044
Deaths,South Asia - WB,Male,55+ years,All causes,Number,2013,3570002.4665018404,3790216.894713111,3361177.0283475835
Deaths,South Asia - WB,Female,55+ years,All causes,Number,2013,3066232.2714290987,3232168.4316742243,2911781.0137056075
Deaths,South Asia - WB,Male,20-54 years,All causes,Number,2013,1557402.884569447,1663198.8411976083,1461218.3754636731
Deaths,South Asia - WB,Female,20-54 years,All causes,Number,2013,1006668.321899334,1087354.5273931355,934198.1161989028
Deaths,Latin America & Caribbean - WB,Male,<5 years,All causes,Number,2014,139377.13933573465,160592.80676434204,119987.94755417394
Deaths,Latin America & Caribbean - WB,Female,<5 years,All causes,Number,2014,108111.8561822286,122194.24732913855,94773.92479808326
Deaths,Latin America & Caribbean - WB,Male,5-19 years,All causes,Number,2014,64560.801931596325,67211.72321243904,61911.280627749016
Deaths,Latin America & Caribbean - WB,Female,5-19 years,All causes,Number,2014,29880.83529784434,31246.263796661657,28517.555842307076
Deaths,Latin America & Caribbean - WB,Male,55+ years,All causes,Number,2014,1322791.926213028,1338248.9208352393,1307167.9708900445
Deaths,Latin America & Caribbean - WB,Female,55+ years,All causes,Number,2014,1253223.6035308577,1266689.314393133,1240149.6304272942
Deaths,Latin America & Caribbean - WB,Male,20-54 years,All causes,Number,2014,506851.77381747874,515012.47961416084,498885.053236437
Deaths,Latin America & Caribbean - WB,Female,20-54 years,All causes,Number,2014,249861.29289954327,256272.38231128745,243857.05571010284
Deaths,South Asia - WB,Male,<5 years,All causes,Number,2014,995013.7453391867,1142654.8957314317,864904.7403213955
Deaths,South Asia - WB,Female,<5 years,All causes,Number,2014,948692.6305420034,1084552.3387424687,831314.4230697384
Deaths,South Asia - WB,Male,5-19 years,All causes,Number,2014,245299.3132849901,261309.5676183022,230272.0384348555
Deaths,South Asia - WB,Female,5-19 years,All causes,Number,2014,211587.1122704857,223311.1430810989,199533.9871418612
Deaths,South Asia - WB,Male,55+ years,All causes,Number,2014,3642134.9293242223,3850673.248478459,3427780.2094204756
Deaths,South Asia - WB,Female,55+ years,All causes,Number,2014,3169994.3915424007,3330474.6070388174,3013231.6941373483
Deaths,South Asia - WB,Male,20-54 years,All causes,Number,2014,1495717.6858300038,1592135.8919336738,1401663.5485399156
Deaths,South Asia - WB,Female,20-54 years,All causes,Number,2014,1013517.3973214038,1091268.4453358166,942296.9408904803
Deaths,Europe & Central Asia - WB,Male,<5 years,All causes,Number,2015,63444.835204522846,71306.89210875898,56758.21330282577
Deaths,Europe & Central Asia - WB,Female,<5 years,All causes,Number,2015,48207.864498069706,53478.236557607604,43717.548903222596
Deaths,Europe & Central Asia - WB,Male,5-19 years,All causes,Number,2015,28258.886039062687,28987.00225261691,27591.891345853874
Deaths,Europe & Central Asia - WB,Female,5-19 years,All causes,Number,2015,15824.083354395083,16160.677701979635,15490.001211413688
Deaths,Europe & Central Asia - WB,Male,55+ years,All causes,Number,2015,3803933.410265809,3830698.8821129827,3778449.5563321817
Deaths,Europe & Central Asia - WB,Female,55+ years,All causes,Number,2015,4133206.6840757155,4152748.2232681555,4114003.7949077482
Deaths,Europe & Central Asia - WB,Male,20-54 years,All causes,Number,2015,744152.2712714719,750347.8432054191,738346.7376898401
Deaths,Europe & Central Asia - WB,Female,20-54 years,All causes,Number,2015,310572.8628038953,313511.47088626295,307674.0988143245
Deaths,Middle East & North Africa - WB,Male,<5 years,All causes,Number,2015,116906.0360579734,136027.1321396769,100112.99991701829
Deaths,Middle East & North Africa - WB,Female,<5 years,All causes,Number,2015,99279.8830316217,113403.57010924569,87079.10132000672
Deaths,Middle East & North Africa - WB,Male,5-19 years,All causes,Number,2015,49900.616938214,53639.9814474808,46685.918531250856
Deaths,Middle East & North Africa - WB,Female,5-19 years,All causes,Number,2015,30008.12243929991,32356.28156700149,27893.79454012899
Deaths,Middle East & North Africa - WB,Male,55+ years,All causes,Number,2015,776912.7875794392,818824.9179549214,739121.9441521992
Deaths,Middle East & North Africa - WB,Female,55+ years,All causes,Number,2015,636259.5293713317,665541.942634033,609222.8547081427
Deaths,Middle East & North Africa - WB,Male,20-54 years,All causes,Number,2015,321548.47814844735,346947.9690587633,300088.2371599758
Deaths,Middle East & North Africa - WB,Female,20-54 years,All causes,Number,2015,166516.18818434543,183395.52292988665,152148.22066594998
Deaths,Europe & Central Asia - WB,Male,<5 years,All causes,Number,2014,66782.43371407669,74591.05117738622,60118.81178594443
Deaths,Europe & Central Asia - WB,Female,<5 years,All causes,Number,2014,50774.14278477705,56045.46306509937,46329.283785094995
Deaths,Europe & Central Asia - WB,Male,5-19 years,All causes,Number,2014,28606.383944048855,29313.65864410179,27969.8397017982
Deaths,Europe & Central Asia - WB,Female,5-19 years,All causes,Number,2014,15882.741775561433,16228.717939361797,15567.662643516718
Deaths,Europe & Central Asia - WB,Male,55+ years,All causes,Number,2014,3685789.2630642345,3709095.8208386134,3665224.593354629
Deaths,Europe & Central Asia - WB,Female,55+ years,All causes,Number,2014,4033394.069045566,4053951.7431700197,4012496.9390882635
Deaths,Europe & Central Asia - WB,Male,20-54 years,All causes,Number,2014,741072.8099205745,746304.7254407951,736459.035183187
Deaths,Europe & Central Asia - WB,Female,20-54 years,All causes,Number,2014,311681.3904506418,314489.9090028696,308829.16813564114
Deaths,Middle East & North Africa - WB,Male,<5 years,All causes,Number,2014,123009.98447365816,141876.9684013097,106015.57046888706
Deaths,Middle East & North Africa - WB,Female,<5 years,All causes,Number,2014,104674.27138818879,118245.13001100576,92063.69662034287
Deaths,Middle East & North Africa - WB,Male,5-19 years,All causes,Number,2014,53656.05557822453,57414.025824012366,50329.79770836645
Deaths,Middle East & North Africa - WB,Female,5-19 years,All causes,Number,2014,32374.45219637079,34775.697270012155,30174.916242032978
Deaths,Middle East & North Africa - WB,Male,55+ years,All causes,Number,2014,746322.4866876723,786990.7115481101,709527.8854416616
Deaths,Middle East & North Africa - WB,Female,55+ years,All causes,Number,2014,612644.02674475,640863.1989151166,586924.4483599308
Deaths,Middle East & North Africa - WB,Male,20-54 years,All causes,Number,2014,322625.3054792449,346670.5832372574,302535.12732109666
Deaths,Middle East & North Africa - WB,Female,20-54 years,All causes,Number,2014,165399.48609411242,182006.80218085874,151404.25242342358
Deaths,East Asia & Pacific - WB,Male,<5 years,All causes,Number,2014,309373.4266509776,352052.3433020686,271742.388157996
Deaths,East Asia & Pacific - WB,Female,<5 years,All causes,Number,2014,226558.17050540063,253675.6550307377,201863.85160869436
Deaths,East Asia & Pacific - WB,Male,5-19 years,All causes,Number,2014,125806.69345626082,134200.17718717703,117986.6937349932
Deaths,East Asia & Pacific - WB,Female,5-19 years,All causes,Number,2014,65888.9794582685,70579.46237934292,61604.57059480547
Deaths,East Asia & Pacific - WB,Male,55+ years,All causes,Number,2014,7018635.74074056,7583004.475722497,6463564.301014378
Deaths,East Asia & Pacific - WB,Female,55+ years,All causes,Number,2014,5646688.058740651,6023003.59218518,5308993.977941304
Deaths,East Asia & Pacific - WB,Male,20-54 years,All causes,Number,2014,1690392.4297046044,1847630.678114934,1542187.2564997892
Deaths,East Asia & Pacific - WB,Female,20-54 years,All causes,Number,2014,810715.5219532487,884722.7158061095,740839.961499655
Deaths,Sub-Saharan Africa - WB,Male,<5 years,All causes,Number,2014,1756124.3828528658,2023219.7418462103,1508398.5914017758
Deaths,Sub-Saharan Africa - WB,Female,<5 years,All causes,Number,2014,1468495.092059099,1649296.7666528253,1300661.0346410314
Deaths,Sub-Saharan Africa - WB,Male,5-19 years,All causes,Number,2014,252157.03012682943,278473.727995236,228158.1170762825
Deaths,Sub-Saharan Africa - WB,Female,5-19 years,All causes,Number,2014,191404.20794495151,213474.37702418645,171292.40451413745
Deaths,Sub-Saharan Africa - WB,Male,55+ years,All causes,Number,2014,1369100.7143977918,1466272.680858989,1281267.9208090098
Deaths,Sub-Saharan Africa - WB,Female,55+ years,All causes,Number,2014,1208133.4770700312,1284965.6622171528,1134374.7119722646
Deaths,Sub-Saharan Africa - WB,Male,20-54 years,All causes,Number,2014,1059436.1367702058,1167855.808143888,971398.3017768248
Deaths,Sub-Saharan Africa - WB,Female,20-54 years,All causes,Number,2014,888199.1755480596,1004352.1807799687,794301.1642826677
Deaths,Latin America & Caribbean - WB,Male,<5 years,All causes,Number,2015,132778.05837221537,155575.16335496536,112541.49740753837
Deaths,Latin America & Caribbean - WB,Female,<5 years,All causes,Number,2015,102934.30157835994,117553.17108868156,89342.70448420924
Deaths,Latin America & Caribbean - WB,Male,5-19 years,All causes,Number,2015,63260.674827364215,66595.29726861554,60212.2100558538
Deaths,Latin America & Caribbean - WB,Female,5-19 years,All causes,Number,2015,29115.25779644806,30664.10311238003,27613.519957800803
Deaths,Latin America & Caribbean - WB,Male,55+ years,All causes,Number,2015,1365357.3958244205,1387953.2940135906,1343953.3949820215
Deaths,Latin America & Caribbean - WB,Female,55+ years,All causes,Number,2015,1292546.2158473963,1313373.1273339153,1273600.2583750738
Deaths,Latin America & Caribbean - WB,Male,20-54 years,All causes,Number,2015,509436.0885470895,521258.98510766117,498764.02402115124
Deaths,Latin America & Caribbean - WB,Female,20-54 years,All causes,Number,2015,251959.55420699425,261148.90242928892,243842.6776246944
Deaths,South Asia - WB,Male,<5 years,All causes,Number,2015,947085.9521464792,1092806.509897953,812412.5240224919
Deaths,South Asia - WB,Female,<5 years,All causes,Number,2015,899832.0349013945,1024975.0621549987,786068.688135175
Deaths,South Asia - WB,Male,5-19 years,All causes,Number,2015,236701.24453522367,252050.74887999892,221617.87892147113
Deaths,South Asia - WB,Female,5-19 years,All causes,Number,2015,206476.88059528155,218105.48228772622,194209.84122663073
Deaths,South Asia - WB,Male,55+ years,All causes,Number,2015,3689266.2849992258,3924044.7121339273,3458140.601717132
Deaths,South Asia - WB,Female,55+ years,All causes,Number,2015,3306327.037299004,3486053.3081857986,3140588.2446372663
Deaths,South Asia - WB,Male,20-54 years,All causes,Number,2015,1476730.25031249,1573370.532341245,1376233.9769261733
Deaths,South Asia - WB,Female,20-54 years,All causes,Number,2015,1035552.8304752283,1112998.2517006171,960152.3285242871
Deaths,North America,Male,<5 years,All causes,Number,2014,16449.234872145807,16605.025854235937,16294.118093640205
Deaths,North America,Female,<5 years,All causes,Number,2014,13056.599882406743,13191.68298218724,12926.42373863902
Deaths,North America,Male,5-19 years,All causes,Number,2014,10713.99697446458,10753.420807540027,10672.716421195175
Deaths,North America,Female,5-19 years,All causes,Number,2014,5438.66958051202,5461.130478117383,5417.407457994113
Deaths,Sub-Saharan Africa - WB,Male,<5 years,All causes,Number,2015,1706245.3023874224,1997788.4198948645,1445475.847434743
Deaths,Sub-Saharan Africa - WB,Female,<5 years,All causes,Number,2015,1424074.0472160196,1627648.3990863352,1242499.3727152657
Deaths,Sub-Saharan Africa - WB,Male,5-19 years,All causes,Number,2015,249548.4635904476,277273.1628363088,225160.27341971837
Deaths,Sub-Saharan Africa - WB,Female,5-19 years,All causes,Number,2015,188231.49708678824,210116.0406403447,167810.7103025632
Deaths,Sub-Saharan Africa - WB,Male,55+ years,All causes,Number,2015,1390431.4089903985,1484126.1008734617,1300746.0924344559
Deaths,Sub-Saharan Africa - WB,Female,55+ years,All causes,Number,2015,1236008.249411641,1320950.5371421918,1157595.977608698
Deaths,Sub-Saharan Africa - WB,Male,20-54 years,All causes,Number,2015,1051268.175902239,1159294.2083271747,962201.7469667963
Deaths,Sub-Saharan Africa - WB,Female,20-54 years,All causes,Number,2015,869944.0935386622,984707.687395328,776527.4398509694
Deaths,North America,Male,55+ years,All causes,Number,2014,1218688.3608835547,1221485.351622223,1215718.445115674
Deaths,North America,Female,55+ years,All causes,Number,2014,1291854.0470172272,1294933.863891188,1288855.8347561678
Deaths,North America,Male,20-54 years,All causes,Number,2014,211398.20184291396,211981.70210881127,210779.66190492353
Deaths,North America,Female,20-54 years,All causes,Number,2014,124617.72437437368,125061.62024923743,124169.54380839538
Deaths,North America,Male,<5 years,All causes,Number,2015,16421.09158364742,16629.819130512937,16217.200657301022
Deaths,North America,Female,<5 years,All causes,Number,2015,13069.928180665656,13228.927506931981,12920.21499090537
Deaths,North America,Male,5-19 years,All causes,Number,2015,11064.400411364033,11106.283410706954,11023.104443796958
Deaths,North America,Female,5-19 years,All causes,Number,2015,5664.293652361884,5685.578815551471,5643.186800137433
Deaths,North America,Male,55+ years,All causes,Number,2015,1255512.2612720353,1258511.3205172068,1252414.2559334352
Deaths,North America,Female,55+ years,All causes,Number,2015,1317769.9223975867,1321068.3095922957,1314721.064111538
Deaths,North America,Male,20-54 years,All causes,Number,2015,216031.51226033998,216620.7669969873,215405.6097505272
Deaths,North America,Female,20-54 years,All causes,Number,2015,125683.11931891185,126156.95878972147,125252.65715689726
Deaths,East Asia & Pacific - WB,Male,<5 years,All causes,Number,2015,301214.6009221649,344810.97453303385,263818.9090042245
Deaths,East Asia & Pacific - WB,Female,<5 years,All causes,Number,2015,220650.9151793071,248859.9584223418,196129.6920419074
Deaths,East Asia & Pacific - WB,Male,5-19 years,All causes,Number,2015,121481.43537688396,129137.26658934754,113166.18955163703
Deaths,East Asia & Pacific - WB,Female,5-19 years,All causes,Number,2015,62914.63870613077,67307.5496176188,58476.63300669327
Deaths,East Asia & Pacific - WB,Male,55+ years,All causes,Number,2015,7147743.24311155,7768681.545313256,6559118.2432864625
Deaths,East Asia & Pacific - WB,Female,55+ years,All causes,Number,2015,5730561.2064049635,6131561.30803118,5347674.695798123
Deaths,East Asia & Pacific - WB,Male,20-54 years,All causes,Number,2015,1688051.271056151,1860673.4736584532,1531500.4788017578
Deaths,East Asia & Pacific - WB,Female,20-54 years,All causes,Number,2015,805630.2358915491,886784.6544681134,728274.8547878827
Deaths,East Asia & Pacific - WB,Male,<5 years,All causes,Number,2016,291842.3808173967,333803.7659569517,254711.74488885832
Deaths,East Asia & Pacific - WB,Female,<5 years,All causes,Number,2016,213984.65212525317,241426.02625684574,189892.09729155354
Deaths,East Asia & Pacific - WB,Male,5-19 years,All causes,Number,2016,117661.70461621205,126033.04831126423,109410.72753668971
Deaths,East Asia & Pacific - WB,Female,5-19 years,All causes,Number,2016,60670.07877358217,65286.0452876109,56404.82437384159
Deaths,East Asia & Pacific - WB,Male,55+ years,All causes,Number,2016,7334576.31347482,8006902.626878804,6643380.692195669
Deaths,East Asia & Pacific - WB,Female,55+ years,All causes,Number,2016,5904507.105691406,6365035.436750638,5472461.662975214
Deaths,East Asia & Pacific - WB,Male,20-54 years,All causes,Number,2016,1686893.2115003169,1869727.7382430816,1505304.2203401264
Deaths,East Asia & Pacific - WB,Female,20-54 years,All causes,Number,2016,804305.9131483296,893655.7872930678,723508.437585857
Deaths,North America,Male,<5 years,All causes,Number,2016,16234.471374391087,16475.540583078608,16006.121705199579
Deaths,North America,Female,<5 years,All causes,Number,2016,12907.658830573806,13042.865369376248,12759.141503302659
Deaths,North America,Male,5-19 years,All causes,Number,2016,11457.658271737793,11503.81467235815,11413.45864315258
Deaths,North America,Female,5-19 years,All causes,Number,2016,6017.221433313908,6041.2770103909825,5995.502458014497
Deaths,North America,Male,55+ years,All causes,Number,2016,1295365.6834843417,1298394.2799700433,1292166.0160506018
Deaths,North America,Female,55+ years,All causes,Number,2016,1334113.4216716858,1337311.7894364155,1331033.193137429
Deaths,North America,Male,20-54 years,All causes,Number,2016,223091.74809964592,223709.87485922658,222454.46378026842
Deaths,North America,Female,20-54 years,All causes,Number,2016,127680.07338238745,128142.70240113199,127233.03003038869
Deaths,Sub-Saharan Africa - WB,Male,<5 years,All causes,Number,2016,1654573.3554275325,1971714.976372935,1386405.9924405715
Deaths,Sub-Saharan Africa - WB,Female,<5 years,All causes,Number,2016,1378141.973213184,1598006.7895783023,1188291.859476885
Deaths,Sub-Saharan Africa - WB,Male,5-19 years,All causes,Number,2016,248110.93930653154,278556.0026263971,221816.75720269862
Deaths,Sub-Saharan Africa - WB,Female,5-19 years,All causes,Number,2016,186040.98100095344,210925.17659084895,164723.0596074113
Deaths,Sub-Saharan Africa - WB,Male,55+ years,All causes,Number,2016,1411838.567671897,1509775.8625378078,1316986.7366875433
Deaths,Sub-Saharan Africa - WB,Female,55+ years,All causes,Number,2016,1262846.0612605792,1351050.4285327154,1185155.602367507
Deaths,Sub-Saharan Africa - WB,Male,20-54 years,All causes,Number,2016,1049919.909118031,1164091.4074816226,951985.1772819347
Deaths,Sub-Saharan Africa - WB,Female,20-54 years,All causes,Number,2016,857482.7670313104,974363.6186400413,763730.7548282458
Deaths,Europe & Central Asia - WB,Male,<5 years,All causes,Number,2016,60349.614026999654,68723.46303227046,53599.10826602907
Deaths,Europe & Central Asia - WB,Female,<5 years,All causes,Number,2016,45863.40232109919,51416.878826230226,41205.568457267465
Deaths,Europe & Central Asia - WB,Male,5-19 years,All causes,Number,2016,27198.40804543674,27993.376739414904,26432.57443536382
Deaths,Europe & Central Asia - WB,Female,5-19 years,All causes,Number,2016,15548.355884698925,15946.443733427248,15183.919212004768
Deaths,Europe & Central Asia - WB,Male,55+ years,All causes,Number,2016,3818581.823518387,3848751.3838761235,3789333.0611305847
Deaths,Europe & Central Asia - WB,Female,55+ years,All causes,Number,2016,4149961.2540104035,4175927.4453433533,4124870.3537045
Deaths,Europe & Central Asia - WB,Male,20-54 years,All causes,Number,2016,716776.0894183876,723799.8731108613,710475.8794786268
Deaths,Europe & Central Asia - WB,Female,20-54 years,All causes,Number,2016,301852.84687185683,305320.08669228986,298422.4411851509
Deaths,Middle East & North Africa - WB,Male,<5 years,All causes,Number,2016,106538.42356455926,125751.0019230304,90282.26612174751
Deaths,Middle East & North Africa - WB,Female,<5 years,All causes,Number,2016,91642.91295142489,105860.18909515774,79715.4142949295
Deaths,Middle East & North Africa - WB,Male,5-19 years,All causes,Number,2016,53827.63576704065,58339.43712992284,49930.984967223754
Deaths,Middle East & North Africa - WB,Female,5-19 years,All causes,Number,2016,32747.744316590048,35462.721764864844,30260.810792882297
Deaths,Middle East & North Africa - WB,Male,55+ years,All causes,Number,2016,787907.0878090797,849388.9215116987,731541.320269619
Deaths,Middle East & North Africa - WB,Female,55+ years,All causes,Number,2016,644743.9002174614,689889.0656509186,602961.3278194919
Deaths,Middle East & North Africa - WB,Male,20-54 years,All causes,Number,2016,336458.7887680716,368839.65844651463,307865.6996354188
Deaths,Middle East & North Africa - WB,Female,20-54 years,All causes,Number,2016,169804.65339176724,192061.63386017614,150643.10705927978
Deaths,Latin America & Caribbean - WB,Male,<5 years,All causes,Number,2016,126711.78040074946,150458.59211519445,105925.95678868511
Deaths,Latin America & Caribbean - WB,Female,<5 years,All causes,Number,2016,98207.63882842129,114144.19896187991,84026.15617627176
Deaths,Latin America & Caribbean - WB,Male,5-19 years,All causes,Number,2016,61255.46151864746,65049.24399594139,57693.97569124214
Deaths,Latin America & Caribbean - WB,Female,5-19 years,All causes,Number,2016,28258.58091061733,29964.979516778996,26560.77326763804
Deaths,Latin America & Caribbean - WB,Male,55+ years,All causes,Number,2016,1418991.6443731287,1453296.150945338,1385979.656097692
Deaths,Latin America & Caribbean - WB,Female,55+ years,All causes,Number,2016,1338758.8877335235,1368714.3816971406,1311453.6417839844
Deaths,Latin America & Caribbean - WB,Male,20-54 years,All causes,Number,2016,514220.6084265346,530695.2838158268,499159.7145657382
Deaths,Latin America & Caribbean - WB,Female,20-54 years,All causes,Number,2016,255042.3721974481,267181.62255036295,244502.65087336613
Deaths,South Asia - WB,Male,<5 years,All causes,Number,2016,874281.0253724038,1016357.2810844829,746222.0073843531
Deaths,South Asia - WB,Female,<5 years,All causes,Number,2016,825923.8589949388,950235.5895585776,714245.7861476954
Deaths,South Asia - WB,Male,5-19 years,All causes,Number,2016,212923.04181546424,227763.02135437337,199010.87867242616
Deaths,South Asia - WB,Female,5-19 years,All causes,Number,2016,197842.32646251403,209642.9091303304,185028.50067352815
Deaths,South Asia - WB,Male,55+ years,All causes,Number,2016,3774042.2211311464,4069379.2932698694,3507744.3218097147
Deaths,South Asia - WB,Female,55+ years,All causes,Number,2016,3400470.4306864077,3614108.145935812,3199665.963242184
Deaths,South Asia - WB,Male,20-54 years,All causes,Number,2016,1478827.2596899504,1605692.111296803,1369579.0423373198
Deaths,South Asia - WB,Female,20-54 years,All causes,Number,2016,1036865.223192499,1128271.5966908936,955643.6198266537
